project,repo,tag,digest,size
dev,httpd,2.4,sha256:8c353fea0ce30e79d03e487d31f3a37eb5aae5127bde9580387e74e77c5952a2,54.48MB
dev,nginx,1.26,sha256:08095830e0724128279e17558541769bfad2564ef64c75859a395b39bcd2e59a,67.72MB
dev,nginx,1.7.9,sha256:b1f5935eb2e9e2ae89c0b3e2e148c19068d91ca502e857052f14db230443e4c2,38.97MB
dev,nginx,1.14.2,sha256:706446e9c6667c0880d5da3f39c09a6c7d2114f5a5d6b74a2fafd24ae30d2078,42.64MB
dev,nginx,1.23,sha256:79c77eb7ca32f9a117ef91bc6ac486014e0d0e75f2f06683ba24dc298f9f4dd4,54.14MB
dev,ubuntu,20.04,sha256:a06ae92523384c2cd182dcfe7f8b2bf09075062e937d5653d7d0db0375ad2221,27.25MB
dev,ubuntu,18.04,sha256:e4771b7160543c6e43968b4e9795be9ddcad9d573edd7cd7aebd3ce61326fc7a,25.47MB
dev,ubuntu,22.04,sha256:42ba2dfce475de1113d55602d40af18415897167d47c2045ec7b6d9746ff148f,29.02MB
dev,centos,7,sha256:dead07b4d8ed7e29e98de0f4504d87e8880d4347859d839686a31da35a3b532f,72.58MB
dev,centos,8,sha256:a1801b843b1bfaf77c501e7a6d3f709401a1e0c83863037fa3aab063a7fdb9dc,79.65MB
dev,tomcat,9.0.19-jre8-alpine,sha256:ee0718152704448d135a609d56351230cfe693357bf6401f88aa336ad3686c95,68.42MB
devops-backend,devopsit-instrumented,1.5.1,sha256:2744fdd6d50712452ca8fab79b795c5a2a29deb794fc928c5a8e84f56fce66cd,171.94MB
devops-backend,devopsit-stage,20260317-130050-51afdc,sha256:407cd35a35e72eb2b9467154b67acdbf20cd79d0185531a8f5eb250cb4c2e62f,142.03MB
devops-backend,devopsit-stage,20260313-113518-3e60ee,sha256:f806ca21c2d2df4c3ab50c745d8a0fefdd8b715e4ea6ae3bdfd841dbfa6abede,142.03MB
devops-backend,devopsit-stage,20251030-095500-e7f314,sha256:3bb9186992be06c50f2c72c762b81f1c66b9bdeee22cdb8d492ecf5ffb3f0794,142.03MB
devops-backend,devopsit-stage,20251028-170200-2470ef,sha256:cf44cdaffda2e3dc0a0fa42fc14a7aa0b195856b5db89c253c0a88fb62deb74e,141.72MB
devops-backend,devopsit-stage,20250929-193546-4a3330,sha256:cdaa9f45ec1cdfc1558fb3a1711f10e53d6853ec457a84b91b4c438a89d2a59b,141.64MB
devops-backend,devopsit-stage,20250929-193437-ae679a,sha256:cdaa9f45ec1cdfc1558fb3a1711f10e53d6853ec457a84b91b4c438a89d2a59b,141.64MB
devops-backend,devopsit-stage,20250912-181131-4efcbe,sha256:6895d5c0e05f8f977bcef186ed4e4e7b57704e33a218be484d0102d126fa9183,141.64MB
devops-backend,devopsit-stage,20250626-105705-419f19,sha256:6ffc2dce9e70779a47c7ad9c70462c5faa6ac89dc91d0ac954c7464a55c9d24d,205.84MB
devops-backend,devopsit-stage,20250623-184047-adab99,sha256:f43ead2eb76b45c601657a22aa1c754acf52384c7344550a1350e09535bd22f1,205.84MB
devops-backend,devopsit-stage,20250620-150658-1bdcca,sha256:d1949beca267fc25582c9a31425113b7c2ff73897a0f4610aa490618e5834a93,205.84MB
devops-backend,devopsit-stage,20250619-174050-715183,sha256:ec57956d75a7b23a3342c208a4800e1aa99d50eb0eb23a210508a20e5cbb8b59,205.84MB
devops-backend,devopsit-stage,20250617-123623-e90a70,sha256:a54406d6dc915e5539f9ba74a8c2ed34a9e2f17133b72bba67e430b51e1c5c27,205.84MB
devops-backend,devopsit-stage,20250617-114953-a6991c,sha256:fe8649262708ec74370b3409cbd70243130488d069ed709d30e0d2c5297fc9d7,205.84MB
devops-backend,devopsit-stage,20250423-102059-nogit,sha256:7bfe5c113944c528365b3c9cefe086f1004d5bc36604fa4150bd8f1d96e7019b,205.84MB
devops-backend,devopsit-dev,20260313-113334-be05d2,sha256:9252301fc3755907cab05ca029b9e42a066965dbb921ef34bf8c5ffe162377cb,148.93MB
devops-backend,devopsit-dev,20260213-104849-981065,sha256:c66d5eba22bf794a80948517885cf138f88da109c7cc328ef47f819d521f9e65,148.93MB
devops-backend,devopsit-dev,20260212-141157-525626,sha256:277658a3ce2b02389cd44aaa3670d40943a328222b31e0e08b0a22b9b7f5b6e9,148.93MB
devops-backend,devopsit-dev,20260108-182212-6b10ec,sha256:09ff706bf9136d7f3ebe7eb0a3cfb52e2c92aa6577cfd7ba1927d8ab132c1156,148.90MB
devops-backend,devopsit-dev,20260108-111018-b71acb,sha256:e0c1068c4a060ba0ab725a8899f3d582791fe1690fbd081e728ab23e4b0e1d00,148.90MB
devops-backend,devopsit-dev,20260106-092023-49a909,sha256:bb028f8e8e4140c1e1771f07d4cf351c42a58cef2b2017bb0d258035b9ff5c72,148.90MB
devops-backend,devopsit-dev,20260105-112941-b85f68,sha256:b6c8c24b85e7fd62746ed25ee3e38322025a26930b68023bf8a66682913e7899,148.90MB
devops-backend,devopsit-dev,20251202-172039-642f21,sha256:60898aa21931e2b4316c839e4bafc549a204b6e704819094b233d1751e45a659,142.08MB
devops-backend,devopsit-dev,20251103-173033-ac8077,sha256:984395b8fbecdfac5bb2b779fd911cb4965b79c6a01200897e45fe0787617b13,142.03MB
devops-backend,devopsit-dev,20251030-094630-e7f314,sha256:0d57e18333ca95a8ba6ab9d391eaaaa8c96567623dd921348a1eea58ea7db2fe,142.03MB
devops-backend,devopsit-dev,20251028-164745-2470ef,sha256:cf44cdaffda2e3dc0a0fa42fc14a7aa0b195856b5db89c253c0a88fb62deb74e,141.72MB
devops-backend,devopsit-dev,20251028-103939-f9b47c,sha256:31da608ea2a8c50dc859bb5fa79e47ba2b2dd03bd80236c5feb23570b26e4d8d,141.72MB
devops-backend,devopsit-dev,20251027-162332-95ad39,sha256:ecb7b7aadaef4ddf094f5cb4a073f13e0c1067cc7ae4e9650d3f0a2bd0021797,141.72MB
devops-backend,devopsit-dev,20251027-161602-7d17cc,sha256:0b9a22e9fab517ef4a209f442533a288fc86f98d421e586ded2f17aaee28313f,141.72MB
devops-backend,devopsit-dev,20251024-174904-b346d3,sha256:8eab18f12a853de0c622fc293c6526aed84c098acd73be675238714d831c9073,141.72MB
devops-backend,devopsit-dev,20251023-123041-2a5a89,sha256:ec500c5c8b80253853c4ef569bfb9ae82886b91ea160eb7d611c57295e3e198e,141.72MB
devops-backend,devopsit-dev,20251021-123135-b6126d,sha256:eee388472d68262041815a9fb0b1280be49009a13afe865efbee1024f2438a3c,141.72MB
devops-backend,devopsit-dev,20251020-155727-cdd92c,sha256:6ea98cfbbcbced2293f1b4cd8956294d8a159c19e20c7b414de97c5fc4c49674,141.72MB
devops-backend,devopsit-dev,20251020-094052-ac91de,sha256:9943d7a352e38650484e03ff8d5b8ae2eb84e973ebd4d8c9fb479056e1039a6e,141.69MB
devops-backend,devopsit-dev,20251016-100030-613107,sha256:978632721251477b42b83a13d75dd7e3fdd10e6ffe72a3bbdeb6783feda51d52,141.69MB
devops-backend,devopsit-dev,20251010-122853-be49df,sha256:e4cbcb2437f566f8199335b85ba141c98d9688a87928daf3ef6aa50a1849dd09,141.69MB
devops-backend,devopsit-dev,20251010-105732-a5a63f,sha256:5b6fed8e63256a69ff118118c9b20d9a7a309f0a16c6ca225c3faa1a997c753a,141.69MB
devops-backend,devopsit-dev,20251001-173027-583f37,sha256:5afaddaf09baa14ba150e412e311564f2a451bff37327c410ee06860197e7110,141.69MB
devops-backend,devopsit-dev,20250929-194107-c93488,sha256:de2bf67a0aa9010fa57f980cde8d9d04393be2f2bd76991ac878b44dbca4f5e6,141.69MB
devops-backend,devopsit-dev,20250929-165416-0135a9,sha256:4749bdb4c91a9ed728ce6d8c3499dcaec622c5f5eb45741f66e3450f1aebdad2,141.69MB
devops-backend,devopsit-dev,20250925-110744-ef531f,sha256:5e2b76a6cbf6aba7a8c6d41800229e439e9227934bb0d268cbf1b5616c0ede09,141.69MB
devops-backend,devopsit-dev,20250925-101945-22ff13,sha256:ec69df8868208682a096e63d4cd3d9bccd6405bfa8122bc83369799838f683f5,141.69MB
devops-backend,devopsit-dev,20250924-174201-97a027,sha256:679d893e91efa0a15d736fbbdddef0f6c75f0400183ccdb8455153b62473bc13,141.69MB
devops-backend,devopsit-dev,20250924-170900-38aeb5,sha256:62dca7f9808aebae00db978f99c63416aaf2a6837db678cb4f7e0002f998b6a1,141.69MB
devops-backend,devopsit-dev,20250924-164245-ed3475,sha256:ae09a83ed51706da52273bb630e13b60d2b22d1e294c3541987332ba2c93faa4,141.69MB
devops-backend,devopsit-dev,20250924-155820-2c28a0,sha256:5d41b8abf710f1b0260df0c200b578b06a5775a2242ecec7b98009bfd5a1cea6,141.69MB
devops-backend,devopsit-dev,20250924-103721-34f41a,sha256:b16fe0d3d2107dc8f58c3e9115b3d1e100c7fa1521c0143630f89aa149a15698,141.66MB
devops-backend,devopsit-dev,20250924-102701-7fc9ae,sha256:1413f9fe64798f628699e4dfd426ab88ba4ddd87c0ca1ab2a6f98c21ef95d790,141.66MB
devops-backend,devopsit-dev,20250923-163738-1e59fc,sha256:ad6cd53c02ed87246c3d93cda421c160d0586c1dea2e3bf3f8cdb59846bc57e8,141.66MB
devops-backend,devopsit-dev,20250912-180936-4efcbe,sha256:2e7b5892ca90fed451d05b13e04497d279d0d7f05bbd06d366bfdad986ccd66a,141.64MB
devops-backend,devopsit-dev,20250912-180510-4efcbe,sha256:2e7b5892ca90fed451d05b13e04497d279d0d7f05bbd06d366bfdad986ccd66a,141.64MB
devops-backend,devopsit-dev,20250912-180049-c44a62,sha256:2e7b5892ca90fed451d05b13e04497d279d0d7f05bbd06d366bfdad986ccd66a,141.64MB
devops-backend,devopsit-dev,20250912-172154-c02dd7,sha256:fcc623ef914268678fc53a94f2ffc7a9bd3d3063d45ffb533b7215846cd59e54,141.64MB
devops-backend,devopsit-dev,20250910-173923-c5e1e1,sha256:fcc623ef914268678fc53a94f2ffc7a9bd3d3063d45ffb533b7215846cd59e54,141.64MB
devops-backend,devopsit-dev,20250910-170646-c5e1e1,sha256:fcc623ef914268678fc53a94f2ffc7a9bd3d3063d45ffb533b7215846cd59e54,141.64MB
devops-backend,devopsit-dev,20250910-143706-33ed16,sha256:76aec78745ee1e5f809df55cb6353adb42453782de42a3c7c4e8ed741bae2f79,141.64MB
devops-backend,devopsit-dev,20250908-191526-1ffacb,sha256:51c7da5a6122f3e490e88e3a7af85b7d94e31f492899fd592c449029497bcc6f,141.64MB
devops-backend,devopsit-dev,20250905-165727-23553e,sha256:e34d545d97008e2fcd5e934484c50fe5f9596675a606c4c0179d1c5b9b1ed9ae,141.64MB
devops-backend,devopsit-dev,20250902-104412-e67f9b,sha256:8a99568a2e37071981573f74dfb974bfa3717298ca9e8ad9da6a96e07e8dd61a,141.64MB
devops-backend,devopsit-dev,20250829-170947-7a4df9,sha256:f2e86cd06d32969f3722afc13626ddd711ce0b085884a1c6e3aad933fee12320,141.64MB
devops-backend,devopsit-dev,20250829-124911-4e760e,sha256:776bcdcd6aaada0f6b4aab336e0984ab083d0def66bf7e0e9bb08f5361d362d5,141.64MB
devops-backend,devopsit-dev,20250829-114820-8c8183,sha256:d2b6545a87a7f2aef21313545a8dc04bcba045f7f8902e9d92a36560284efe06,141.64MB
devops-backend,devopsit-dev,20250828-174334-590ea2,sha256:2ae7488c63e0205ae647929b55489312a0a18d70a7500b2a637aefc0870110f0,141.64MB
devops-backend,devopsit-dev,20250828-105828-acbf7a,sha256:f84269cd6d28a8da9c72cb697e8070cc38204231bf93db722f568941641454a3,141.64MB
devops-backend,devopsit-dev,20250827-115430-0c5e72,sha256:81425e22b1d78a789b5dc413c2c5b6ce60a1d143001b003f650aa711ae186827,141.64MB
devops-backend,devopsit-dev,20250826-113352-264070,sha256:ca702deceb39076616c714a477e5bcb490f720ea65e37a32454817bd1dea6a88,141.64MB
devops-backend,devopsit-dev,20250826-112137-7d4784,sha256:eaa58f0e52c8f8abe73b68f9c1f8f9ba22785ea48786ac7b77a14a2cff8c6594,141.64MB
devops-backend,devopsit-dev,20250825-171800-c3a2e6,sha256:0a641d3b5be21ad583cca577243eef92cda5c593078c013af97407fadef79a26,141.64MB
devops-backend,devopsit-dev,20250825-170730-131787,sha256:6093878117539ba5e8d57afc54b7d04a0120c2288038a9404f32832bf58b071a,141.64MB
devops-backend,devopsit-dev,20250825-163440-5e605f,sha256:6ba8497a8790870fc2ed12a4ebc3f82494da822206592eb0ff0f3378b81ee925,141.64MB
devops-backend,devopsit-dev,20250825-162700-5e8aa1,sha256:5f1f1ec4f06bb8c7f89d0deaca5062751b634ad18bce82a06d612092e6c507cc,141.64MB
devops-backend,devopsit-dev,20250822-170506-b989a9,sha256:db2e4215eed2e8e71c6b786308f78ef1a594407f9dd87de267e22e8e20f64208,141.64MB
devops-backend,devopsit-dev,20250822-115921-e02908,sha256:5b02c4d2e6c5ab04e478dce971cdafa7e56f273091f68636ca7e08132dbf6d59,141.64MB
devops-backend,devopsit-dev,20250821-181724-684ad5,sha256:2883b09a419ad271b2c45746c727e2a925b87d4412e7174018150534c8b00606,141.64MB
devops-backend,devopsit-dev,20250821-141158-ff8299,sha256:2883b09a419ad271b2c45746c727e2a925b87d4412e7174018150534c8b00606,141.64MB
devops-backend,devopsit-dev,20250820-165527-b1a545,sha256:f38f4dc392bc0aa8d87900da390077a20e1dd29829707dc41a2db502b17bdfac,141.64MB
devops-backend,devopsit-dev,20250820-154116-98ab92,sha256:f3e00fb1fbcc8a3084f9cc035d6176f9b13c91b46afdce542d9dccffa4da588f,141.64MB
devops-backend,devopsit-dev,20250820-144830-edee19,sha256:3862909f6236eb0058dba52675973adabf59842008f5f4dc8d1d1e42b8c17045,141.65MB
devops-backend,devopsit-dev,20250820-084810-1271ad,sha256:f7361c0c55648d28d55041acca05ba1bddf75fe9a62e38ec2046b61761a21965,141.65MB
devops-backend,devopsit-dev,20250819-165518-2ecdbc,sha256:aa0727b5f61b583b89d65a983e1cf363dccdf0b2e7c5dd10aa09b9d7c2c6092b,141.65MB
devops-backend,devopsit-dev,20250818-181415-d16764,sha256:467f0da6c0cfc4379ea12b279d7ad729e53623f9cad9eb456d54203044b66102,141.64MB
devops-backend,devopsit-dev,20250818-171630-4d3d26,sha256:357267e4630f902ec1fe51f887f7e68e044f2bf9d40f60e5a6d53c32a25920b1,141.64MB
devops-backend,devopsit-dev,20250813-180136-589078,sha256:bc3fb5ac194ace0d1cefd23cdb47bf8f2c4e4bdb5eb48f9d1d13d8e4a9129b23,141.64MB
devops-backend,devopsit-dev,20250813-173526-c8c0f8,sha256:4ac57ce75ceb087b29628a0688c731800f6d3787679a73fa525868fddf5c0c44,141.64MB
devops-backend,devopsit-dev,20250813-012614-eaab9e,sha256:79fa3256949e41a3e31f8fbc7b218f29fba45c51adcf4405f1c48d54c24d014d,141.64MB
devops-backend,devopsit-dev,20250812-174932-e01109,sha256:750c8b19d861b4f5ceaf46ace90532f5f7995376452977acd9fc84ff82639f33,141.64MB
devops-backend,devopsit-dev,20250812-162732-4b29d9,sha256:dc488558ac47440f14e195cbb9114377d8d99b33252b7f9db845560b80929ce8,141.64MB
devops-backend,devopsit-dev,20250812-153653-91719c,sha256:c8cdda72e22a37832dd7e32acb13cadcd8826ee6669ef9dea50cbd1611c1e70b,141.64MB
devops-backend,devopsit-dev,20250812-151323-4a88bf,sha256:b5eadfc7b3db999422e9bc70c115bfa5cb0ae658778f0c8cb2fdc16886b797eb,141.64MB
devops-backend,devopsit-dev,20250812-100807-d51cd5,sha256:67133b9b7c633e1be0fd54679dac1b3993ce399455dbd436e713cae84fc848ac,141.64MB
devops-backend,devopsit-dev,20250812-085247-cae0f3,sha256:30eee5dae1b1f76b22832f0c166073ec3ba3afdf5e18c3b817ecee4aa9c0e333,141.64MB
devops-backend,devopsit-dev,20250811-153905-9a4045,sha256:73228b44c203145f99ca0b07cbcd7e10892bd2b3de4d0229bbe2d9ec820d8be9,141.64MB
devops-backend,devopsit-dev,20250811-150850-05d0be,sha256:8974cc1f712d9f1a298fdc7bd2e29a8e453d8b6fd092719456dc37c186b3574b,141.63MB
devops-backend,devopsit-dev,20250811-124119-5d7ad2,sha256:3b160fa2dde6d5b4aeead59a2febfa5baaa6e92bae8b2a44658a3890b81f0e8c,141.63MB
devops-backend,devopsit-dev,20250811-092609-6333dd,sha256:6ae66e7edf894f0d8e2bfbefd74207040891576024a2444cbdeed2eb20a1b804,141.63MB
devops-backend,devopsit-dev,20250811-091449-2d17eb,sha256:7514a8fec5814660fef8ac33b2f1a0aea1056c850c9e27dede329fff677787b4,141.63MB
devops-backend,devopsit-dev,20250808-181051-f4f437,sha256:77fe0d764c57bcc2218e3ecf384bc86b719dea1a61e3c8ca92199956980c0254,141.63MB
devops-backend,devopsit-dev,20250808-180427-e02b18,sha256:24dc50483c9b2537e62c62f951b15e1713b10303e02242470e4f2eed1bc8ead9,141.61MB
devops-backend,devopsit-dev,20250808-125221-7b169d,sha256:330b151426c79c40def7e7022dd602fdc96b9a7af3b1e09279b76067ebc944ee,141.61MB
devops-backend,devopsit-dev,20250807-151858-33846d,sha256:91116a4fcbee75d106dca67a7598a8d37cf581e1a11248cebea54b673ac3af36,141.61MB
devops-backend,devopsit-dev,20250807-150743-14972e,sha256:dc9e8b38d4b2951dc28bec976253a3a6433b47b697693efee03dd29826f89993,141.61MB
devops-backend,devopsit-dev,20250807-145326-ae6adb,sha256:925c64d07b5f96dc6ce0f5f6838201e9de8c26d7aab5e17ec27210fc4153ca6e,141.61MB
devops-backend,devopsit-dev,20250805-173830-744f79,sha256:c293b1060d960fc3bd7ec73d86d1df86383917e67330e8f5460eb82c7b67d547,141.53MB
devops-backend,devopsit-dev,20250804-183802-2b3b20,sha256:c293b1060d960fc3bd7ec73d86d1df86383917e67330e8f5460eb82c7b67d547,141.53MB
devops-backend,devopsit-dev,20250804-183501-ba3ad1,sha256:0cbf37d3c0cd2434e68571c7541a214ec544b2a32debb744527538333b9403f5,141.53MB
devops-backend,devopsit-dev,20250804-182641-17d375,sha256:1d0fdd18e426d9d37ce467ae0257956df83cb3024ebaffadb218189f788d24a1,141.53MB
devops-backend,devopsit-dev,20250804-105311-ba3ad1,sha256:064834387a7245faddabb85a0590667704b82854c4b019083d8198c1e7f8d6d2,141.53MB
devops-backend,devopsit-dev,20250801-173933-70cd9d,sha256:3e2ebc2b9c80f6633ba4bed0bdc86064353de5d51abb73d630e940ee356ce11d,141.53MB
devops-backend,devopsit-dev,20250801-172903-9f18f1,sha256:12f8dd70428a44ae7b088dc7308458f3982ab006e709fb5c3872129e9fa27b2b,141.51MB
devops-backend,devopsit-dev,20250723-183100-05a9a5,sha256:1f088d0690929218e34ef529e81aed25aeece048015a0bbbe659a4c688c5b7f0,141.51MB
devops-backend,devopsit-dev,20250723-080437-0c677c,sha256:f8bbd7f2ec707df2107f33de5d74cb8ddf564f937076e630fe55ebce577ba327,216.12MB
devops-backend,devopsit-dev,20250721-174132-889f39,sha256:68c87e3fda4199eb42319aabc34938c11d352f8bbb4f4f7c241f7ffab7e4309f,216.07MB
devops-backend,devopsit-dev,20250717-140020-29205f,sha256:90ff26113a2631d5df089b9270aa32f1f335edbcce42c46f7e746d75ad1d23fa,216.05MB
devops-backend,devopsit-dev,20250715-141853-758e7f,sha256:7f5fe2c94b98173b584d18fdc773d05ce946a79f521ffb0c166f9fb2558b847d,216.05MB
devops-backend,devopsit-dev,20250626-134645-405a6c,sha256:904b522e611385c21e6f1da2c5d9ba839b572bd802fa391dd80a65611029a7cb,214.45MB
devops-backend,devopsit-dev,20250626-105728-17f6fb,sha256:11265ead0e57d5d93d000ee4f8ee5b6d802c2f85afb96d5c7cfdc6d2e8af5908,205.84MB
devops-backend,devopsit-dev,20250626-105256-539baf,sha256:20f742a9189184d82785bc26a1fa6cce40b74cc5f73d645ce22274a65c624a41,205.84MB
devops-backend,devopsit-dev,20250623-184027-adab99,sha256:28cc8beded73a55ce9f74f6be3122ec0641aadc90573cd43acec3d821f7b02a1,205.84MB
devops-backend,devopsit-dev,20250620-150733-1bdcca,sha256:9403dffbef55ce6e1ef338ea3c7a84373efa34fd967e2f31cb684f656ba53e6d,205.84MB
devops-backend,devopsit-dev,20250619-163015-715183,sha256:fca96ffbed761cbf700cd3c0e9e070f6c12bfe4fccbbe11bc2423ca98c6d1d2c,205.84MB
devops-backend,devopsit-dev,20250619-162951-af0f1a,sha256:d36dcb6c84771d7951bfcd947fafe1ea8d03694da923ff19f1e85da0484624e0,205.84MB
devops-backend,devopsit,1.6.0,sha256:3bb9186992be06c50f2c72c762b81f1c66b9bdeee22cdb8d492ecf5ffb3f0794,142.03MB
devops-backend,devopsit,1.5.1,sha256:cdaa9f45ec1cdfc1558fb3a1711f10e53d6853ec457a84b91b4c438a89d2a59b,141.64MB
devops-backend,devopsit,1.5.0,sha256:6895d5c0e05f8f977bcef186ed4e4e7b57704e33a218be484d0102d126fa9183,141.64MB
devops-backend,devopsit,1.0.3,sha256:61b70d4064d27bae7d1eff9c818aad5678461fb6857d8f84212a56d8dd6b60b5,205.84MB
devops-backend,devopsit,1.0.2,sha256:2b2ac752e235ece305bc5ad8d2a16dd128f1e818c50e54091ec43b7d584f6fa1,205.84MB
devops-backend,devopsit,1.0.1,sha256:6d5e780856db8130282dcc4b65d34a11b546e90665ca0d6e0c6927d6a0b3f38d,205.84MB
devops-backend,devopsit,1.0,sha256:3d8d6dd642585c853f115e14c4217c382808e19ed1e3c78861cde1ca0ffed507,205.33MB
devops-backend,paas1159,latest,sha256:31862096aca2a68e205dc0c809ff39b372d68098663cfcb28940ae5b5346c6f4,203.10MB
devops-backend,paas1159,1.0.1-SNAPSHOT,sha256:31862096aca2a68e205dc0c809ff39b372d68098663cfcb28940ae5b5346c6f4,203.10MB
devops-backend,development-postgresql,latest,sha256:7dd3c844243ee48ac669c577283df0f931e8aaca0c1c7d269866530b13daccc1,205.84MB
devops-backend,development-postgresql,1.0.1-SNAPSHOT,sha256:7dd3c844243ee48ac669c577283df0f931e8aaca0c1c7d269866530b13daccc1,205.84MB
devops-backend,development,latest,sha256:c3c7f4a0609a93aa7821fe9ab83886520003f8eea7aa8ba42cb54b73d5a20719,205.84MB
devops-backend,development,1.0.1,sha256:c3c7f4a0609a93aa7821fe9ab83886520003f8eea7aa8ba42cb54b73d5a20719,205.84MB
devops-backend,development,1.0.1-SNAPSHOT,sha256:b11493e5a770afa3a8914d6f0b4bf8e648e6d4ad94f6015d130e1ec4fdaebebc,203.10MB
devops-backend,development,1.0-SNAPSHOT,sha256:f4fc4e0f301207f260aea3e9ad335792352bbd5166862ec7d0657cac3a463cec,202.59MB
devops-backend,development,1.0,sha256:ca5f6273bdbc37ea1ed83d3aa85e53f61ba9a147d30544581c81eafb4078ed7b,202.59MB
devops-backend,development,0.9.6,sha256:091760633626e8016489f341c033bb0571e808718e801ab51d8b75270c31b3b9,202.78MB
devops-backend,development,0.9.5,sha256:15a50d40cc1c8e56fe22062ed8b632d2a5dcbf2d6cb1c25c5d7881b035c46d65,202.78MB
devops-backend,development,0.9.4,sha256:d15274478479e803cefeb9ca78d681e283deda1ee7e3744306d124c2b4fb5a98,202.78MB
devops-backend,development,0.9.3,sha256:24a4d30ecc36ffef82703532eccc715f27fca9ea773f4e37354b0e3b0e8dd92d,202.78MB
devops-backend,development,0.9.2,sha256:8f21fe616e21f5204428fc1ee45e2bfc4c42f486a10435175daab59eb3ba3881,202.78MB
devops-backend,development,0.9.1,sha256:a5bd242f0bafb713f64c4f0205e1a1c543a66fd74be19512a8625597b8b9c77f,202.78MB
devops-backend,development,0.9,sha256:a5bd242f0bafb713f64c4f0205e1a1c543a66fd74be19512a8625597b8b9c77f,202.78MB
devops-backend,development,0.0.31,sha256:09c8dbffac5b2f73580ad9c2683d58f272c0267c73d25277c07b5dc9307b027e,202.58MB
devops-backend,development,0.0.30,sha256:0871c25ff7dbf40cc81e2577688a1a442f65e7f28625118ccaa12ad2d2ebfa5c,202.58MB
devops-backend,development,0.0.29,sha256:2cfea919082c98445448724d20c7602b9eda811b3e1c2aea7dd042180b4553bf,202.58MB
devops-backend,development,0.0.27,sha256:3ffdc821e23c6f43c531bfb5ec0a0cbf31dc8045a5883bf8622f6f164265c429,202.58MB
devops-backend,development,0.0.26,sha256:413442931c9f74422ed3185aa8c2ed269382a3df9de22c1eb71d36732ad6b75b,202.58MB
devops-backend,development,0.0.25,sha256:ee8ebe7e51568f5f00b99b16f3d6bdbf9d750e5626942ab81f45deb390906cac,202.58MB
devops-backend,development,0.0.24,sha256:e8d24854f2676ab453950d4ef7679f5697019d7e0380720c4ac58507dd6727d6,202.58MB
devops-backend,development,0.0.23,sha256:e0a5c7087ad978eeda324fc135a910a029282daa899b83001d7f181b897052ed,202.57MB
devops-backend,development,0.0.22,sha256:a3dc4e40b4607fc4ff18225188cade20e4d961f111317aded3265ed536da00f1,202.57MB
devops-backend,development,0.0.21,sha256:e57820ad8f090add68bcaed111ff325a712720aded725bb75de777fc6673adc3,202.55MB
devops-backend,development,0.0.20,sha256:7063b04b169914c21e81625c7338db49c1aa807e798f85b6a13ca7bd61b7fea1,202.55MB
devops-backend,development,0.0.19,sha256:2711542a254c02980f44db5d4e57f17b748b6af8e261487bdb0837e23add0745,202.55MB
devops-backend,development,0.0.18,sha256:396e8a6b5164bd7f7494104488b0a107d5aa7084128ff28aa9e94fb416cb32ad,202.55MB
devops-backend,development,0.0.17,sha256:b4a48cb136f3115e6f1b0302f3fc8c22368d828db3dedc6cdf9360825ba15294,202.55MB
devops-backend,development,0.0.16,sha256:ebc6ea12f50da64d89acb94aaeb9ee8aa192fdbb517c4c22bf9214aa18322ab0,202.55MB
devops-backend,development,0.0.14,sha256:c2ba7b49f8edd99c09b7aa2a8ed04e09f792af37a353ccbeffad92af3b7c2362,202.55MB
devops-backend,development,0.0.13,sha256:8d99046a611e462ae5a2b0d321f9d92b780eb3e7d4f785e3a5770896402a5b50,202.55MB
devops-backend,development,0.0.12,sha256:63ad6181d840812bf77c48a3f2248b35e8fa89e0df4f10d552dac865a4e47532,202.55MB
devops-backend,development,0.0.11,sha256:a9dd42a06b3c4885a3e36fb92ad835cc0ebbace556c5c66084497bf282de5e33,202.55MB
devops-backend,development,0.0.10,sha256:d5e515ed168d8c61143b57f3e95362834dca201356d2f3871e65bc95bf844e71,202.55MB
devops-backend,development,0.0.9,sha256:d6f06bffae0bb5d4c379012721e4126e58a335a72f4ae29a5f8162ed85803e02,202.55MB
devops-backend,development,0.0.8,sha256:fc300e338d09ee97f677cff969c0a4024e0fcf7d7789c179624e3b90ca2db61a,202.55MB
devops-backend,development,0.0.7,sha256:752c1864bd7995c27e54386ce2ff4b5593e91d4931517e160d9b15d6b610c237,202.55MB
devops-backend,development,0.0.6,sha256:4c67c916ef1fbc2a65cfe153891aa3a7e6905b8cb0bef1164e5e364265aa1590,202.54MB
devops-backend,development,0.0.5,sha256:c3a931cb9a32aa7ccbb80ac6bac3a1086e07d0aed91a0dada7a7acd41a8ad3f9,202.54MB
devops-backend,development,0.0.4,sha256:7a32d8b89172e38fae11a906f501939c292bb420ef8467089cb46e51ec22e104,202.54MB
devops-backend,development,0.0.3,sha256:95003a192b4b0689d230bb1965a25d47f27acd84e98b5e26b89086e46331fcb4,202.53MB
devops-backend,development,115-3a27e2a,sha256:9829d05927e1777153ac25c7d33e365c2d2f09f02371667d11edd866a74f118d,202.53MB
devops-backend,development,113-3a27e2a,sha256:e8d024bf3a6f33f7df3cc6fec046aaea62d13f294bd039eb2391eb9d6f2f0b61,133.35MB
devops-backend,development,111-d936646,sha256:c5372e1480ef90d7034b166a5c8cc4831b4f4f9e743da00784c3253dfc33b2c1,133.35MB
